fold,Acc,Sens,Spec,Prec,F1,Gm,AUC,MCC,BA
1,0.8409090909090909,0.782608695652174,0.9047619047619048,0.9,0.8372093023255814,0.8414716478655063,0.8674948240165631,0.6895152876862637,0.8436853002070394
2,0.7674418604651163,0.7727272727272727,0.7619047619047619,0.7727272727272727,0.7727272727272727,0.7672969364884684,0.7943722943722944,0.5346320346320347,0.7673160173160173
3,0.7209302325581395,0.8181818181818182,0.6190476190476191,0.6923076923076923,0.7500000000000001,0.7116835718867667,0.7965367965367965,0.44701206701282925,0.7186147186147187
4,0.7906976744186046,0.8636363636363636,0.7142857142857143,0.76,0.8085106382978724,0.7854190708679775,0.8506493506493507,0.5855770085141944,0.788961038961039
5,0.7209302325581395,0.6521739130434783,0.8,0.7894736842105263,0.7142857142857143,0.7223151185146152,0.7891304347826087,0.4541528017673848,0.7260869565217392
6,0.8636363636363636,0.8695652173913043,0.8571428571428571,0.8695652173913043,0.8695652173913043,0.8633316946034313,0.9047619047619048,0.7267080745341615,0.8633540372670807
7,0.7209302325581395,0.8181818181818182,0.6190476190476191,0.6923076923076923,0.7500000000000001,0.7116835718867667,0.8030303030303031,0.44701206701282925,0.7186147186147187
8,0.813953488372093,0.9090909090909091,0.7142857142857143,0.7692307692307693,0.8333333333333333,0.8058229640253803,0.8874458874458875,0.6373241351470041,0.8116883116883117
9,0.6976744186046512,0.8636363636363636,0.5238095238095238,0.6551724137931034,0.7450980392156864,0.6725927091345493,0.7294372294372294,0.4133034460946687,0.6937229437229437
10,0.7441860465116279,0.6956521739130435,0.8,0.8,0.7441860465116279,0.746003846592251,0.841304347826087,0.4956521739130435,0.7478260869565218
11,0.7045454545454546,0.8260869565217391,0.5714285714285714,0.6785714285714286,0.7450980392156864,0.6870587234298053,0.7971014492753623,0.4127514962940658,0.6987577639751552
12,0.6744186046511628,0.6818181818181818,0.6666666666666666,0.6818181818181818,0.6818181818181818,0.674199862463242,0.7251082251082251,0.3484848484848485,0.6742424242424242
13,0.7906976744186046,0.8181818181818182,0.7619047619047619,0.782608695652174,0.8,0.7895420339517227,0.8614718614718615,0.5813462701261382,0.7900432900432901
14,0.7441860465116279,0.8636363636363636,0.6190476190476191,0.7037037037037037,0.7755102040816326,0.7311853627036271,0.829004329004329,0.49916255827127726,0.7413419913419914
15,0.813953488372093,0.7391304347826086,0.9,0.8947368421052632,0.8095238095238095,0.8156086017841816,0.9347826086956521,0.6419275178827458,0.8195652173913044
16,0.8181818181818182,0.782608695652174,0.8571428571428571,0.8571428571428571,0.8181818181818182,0.8190283593479222,0.9109730848861284,0.639751552795031,0.8198757763975155
17,0.7441860465116279,0.7727272727272727,0.7142857142857143,0.7391304347826086,0.7555555555555555,0.7429320641539521,0.8441558441558442,0.48807056260589954,0.7435064935064934
18,0.8372093023255814,0.8636363636363636,0.8095238095238095,0.8260869565217391,0.8444444444444444,0.8361424514603951,0.8658008658008658,0.6746219776463768,0.8365800865800865
19,0.7441860465116279,0.7727272727272727,0.7142857142857143,0.7391304347826086,0.7555555555555555,0.7429320641539521,0.8051948051948052,0.48807056260589954,0.7435064935064934
20,0.6976744186046512,0.7391304347826086,0.65,0.7083333333333334,0.723404255319149,0.6931340293252782,0.7913043478260869,0.3908334207517398,0.6945652173913044
21,0.7272727272727273,0.6521739130434783,0.8095238095238095,0.7894736842105263,0.7142857142857143,0.7266018927576546,0.8322981366459627,0.46556946936550087,0.7308488612836439
22,0.7906976744186046,0.7727272727272727,0.8095238095238095,0.8095238095238095,0.7906976744186046,0.7909115788387002,0.8722943722943723,0.5822510822510822,0.7911255411255411
23,0.7906976744186046,0.7727272727272727,0.8095238095238095,0.8095238095238095,0.7906976744186046,0.7909115788387002,0.8376623376623377,0.5822510822510822,0.7911255411255411
24,0.7441860465116279,0.7272727272727273,0.7619047619047619,0.7619047619047619,0.7441860465116279,0.7443873683187767,0.8441558441558441,0.48917748917748916,0.7445887445887446
25,0.6511627906976745,0.8260869565217391,0.45,0.6333333333333333,0.7169811320754716,0.6097041335227953,0.691304347826087,0.2998420245526774,0.6380434782608696
26,0.8409090909090909,0.8695652173913043,0.8095238095238095,0.8333333333333334,0.851063829787234,0.839007596754647,0.9109730848861284,0.6812078745816099,0.839544513457557
27,0.813953488372093,0.9090909090909091,0.7142857142857143,0.7692307692307693,0.8333333333333333,0.8058229640253803,0.854978354978355,0.6373241351470041,0.8116883116883117
28,0.8837209302325582,0.8636363636363636,0.9047619047619048,0.9047619047619048,0.8837209302325582,0.8839599998785473,0.9761904761904763,0.7683982683982684,0.8841991341991342
29,0.6511627906976745,0.7272727272727273,0.5714285714285714,0.64,0.6808510638297872,0.6446583712203042,0.7359307359307359,0.3026577796814937,0.6493506493506493
30,0.7674418604651163,0.6521739130434783,0.9,0.8823529411764706,0.75,0.7661308776828738,0.8543478260869566,0.5633050777891091,0.7760869565217392
31,0.7045454545454546,0.7391304347826086,0.6666666666666666,0.7083333333333334,0.723404255319149,0.7019641181630338,0.8509316770186335,0.4070632421280352,0.7028985507246377
32,0.813953488372093,0.8636363636363636,0.7619047619047619,0.7916666666666666,0.8260869565217391,0.8111773283374345,0.8463203463203463,0.6296430785126026,0.8127705627705628
33,0.7209302325581395,0.7727272727272727,0.6666666666666666,0.7083333333333334,0.7391304347826088,0.7177405625652734,0.8701298701298701,0.4422752420002018,0.7196969696969697
34,0.8372093023255814,0.7272727272727273,0.9523809523809523,0.9411764705882353,0.8205128205128205,0.832250378576479,0.9199134199134199,0.6948603417922198,0.8398268398268398
35,0.7674418604651163,0.8260869565217391,0.7,0.76,0.7916666666666667,0.7604346583140575,0.7869565217391304,0.5319002485392682,0.7630434782608695
36,0.7954545454545454,0.9565217391304348,0.6190476190476191,0.7333333333333333,0.8301886792452831,0.769501465350121,0.834368530020704,0.6172293730733506,0.7877846790890269
37,0.7674418604651163,0.8636363636363636,0.6666666666666666,0.7307692307692307,0.7916666666666666,0.7587869106393281,0.8268398268398268,0.5421681010799166,0.7651515151515151
38,0.7209302325581395,0.7272727272727273,0.7142857142857143,0.7272727272727273,0.7272727272727273,0.7207499701564473,0.7922077922077921,0.44155844155844154,0.7207792207792207
39,0.7906976744186046,0.8181818181818182,0.7619047619047619,0.782608695652174,0.8,0.7895420339517227,0.8571428571428571,0.5813462701261382,0.7900432900432901
40,0.7441860465116279,0.8260869565217391,0.65,0.7307692307692307,0.7755102040816326,0.732773172092927,0.8673913043478261,0.48568429935360197,0.7380434782608696
41,0.8181818181818182,0.8695652173913043,0.7619047619047619,0.8,0.8333333333333333,0.8139569275564796,0.8799171842650103,0.6367654177420528,0.815734989648033
42,0.7906976744186046,0.8636363636363636,0.7142857142857143,0.76,0.8085106382978724,0.7854190708679775,0.9025974025974025,0.5855770085141944,0.788961038961039
43,0.813953488372093,0.7727272727272727,0.8571428571428571,0.85,0.8095238095238095,0.8138413004619895,0.787878787878788,0.6312379276369634,0.8149350649350648
44,0.7441860465116279,0.8181818181818182,0.6666666666666666,0.72,0.7659574468085107,0.7385489458759964,0.8441558441558442,0.49127059890329416,0.7424242424242424
45,0.6976744186046512,0.7391304347826086,0.65,0.7083333333333334,0.723404255319149,0.6931340293252782,0.808695652173913,0.3908334207517398,0.6945652173913044
46,0.8409090909090909,0.8260869565217391,0.8571428571428571,0.8636363636363636,0.8444444444444444,0.8414716478655063,0.917184265010352,0.6825236327899351,0.8416149068322981
47,0.813953488372093,0.9090909090909091,0.7142857142857143,0.7692307692307693,0.8333333333333333,0.8058229640253803,0.8593073593073592,0.6373241351470041,0.8116883116883117
48,0.7441860465116279,0.7727272727272727,0.7142857142857143,0.7391304347826086,0.7555555555555555,0.7429320641539521,0.7619047619047619,0.48807056260589954,0.7435064935064934
49,0.6976744186046512,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.711111111111111,0.6963106238227914,0.8398268398268398,0.394794855085661,0.696969696969697
50,0.813953488372093,0.8695652173913043,0.75,0.8,0.8333333333333333,0.8075728530872482,0.9130434782608696,0.6264114497259976,0.8097826086956521
